,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
1645,947437694933594113,947437694933594113,1514721723000,2017-12-31,14:02:03,?aeianei? ?na GTB,220121976,chronicmomlife,Marya,,"It’s important to take time for self-care each evening, it allows you to replenish your strength & natural energy.  #Spoonie #Depression  pic.twitter.com/nFWl4mLtr0",[],[],['https://pbs.twimg.com/media/DSX5j5wVwAAiNYB.jpg'],0,2,2,"['#spoonie', '#depression']",[],https://twitter.com/chronicmomlife/status/947437694933594113,False,,0,,,,,,,"[{'user_id': '220121976', 'username': 'chronicmomlife'}]",,,,,"It’s important to take time for self-care each evening, it allows you to replenish your strength & natural energy.     pic.twitter.com/nFWl4mLtr0"
1647,947435399651061760,947434070732021760,1514721176000,2017-12-31,13:52:56,?aeianei? ?na GTB,920330889170526208,acefeminist,J/Jay || #SayNOtoCAA,,"So whoever you are, whatever you are going through, if you're reading this, hear me say this- 

You are doing a good job. 

You're capable of surviving this, and emerging stronger. 

#depression #anxiety",[],[],[],0,0,1,"['#depression', '#anxiety']",[],https://twitter.com/AceFeminist/status/947435399651061760,False,,0,,,,,,,"[{'user_id': '920330889170526208', 'username': 'AceFeminist'}]",,,,,"So whoever you are, whatever you are going through, if you're reading this, hear me say this- 

You are doing a good job. 

You're capable of surviving this, and emerging stronger. 

 "
1648,947434700880121856,947434700880121856,1514721009000,2017-12-31,13:50:09,?aeianei? ?na GTB,2347499112,hope4siblings,"Nancy Kilgore, M.S.",,#bullying #abuse #depression SURVIVOR of SIBLING ABUSE? Facebook Group!!! Sibling Abuse Survivors  pic.twitter.com/Rn7zSAwuVJ,[],[],['https://pbs.twimg.com/media/DSX21rmWsAA4alk.jpg'],0,0,1,"['#bullying', '#abuse', '#depression']",[],https://twitter.com/Hope4Siblings/status/947434700880121856,False,,0,,,,,,,"[{'user_id': '2347499112', 'username': 'Hope4Siblings'}]",,,,,   SURVIVOR of SIBLING ABUSE? Facebook Group!!! Sibling Abuse Survivors  pic.twitter.com/Rn7zSAwuVJ
1655,947432891117477890,947432463084564481,1514720578000,2017-12-31,13:42:58,?aeianei? ?na GTB,3255154300,cg33853,The Eternal,,"And although you'll always hold a special place in my heart. I can't allow myself to be endlessly hurt after it comes to the point it is clearly never going to change.

Best wishes to all who fall under this category. E.D. K.B be and others

#depression",[],[],[],0,0,0,['#depression'],[],https://twitter.com/cg33853/status/947432891117477890,False,,0,,,,,,,"[{'user_id': '3255154300', 'username': 'cg33853'}]",,,,,"And although you'll always hold a special place in my heart. I can't allow myself to be endlessly hurt after it comes to the point it is clearly never going to change.

Best wishes to all who fall under this category. E.D. K.B be and others

"
1662,947429407496470529,947429407496470529,1514719747000,2017-12-31,13:29:07,?aeianei? ?na GTB,942830025602207744,justscrewedupme,justscrewedupme,,"Thank you to those who have followed me yesterday and today. I’d love to have loads of followers to end the worst year of my adult life and to take me into 2018 which I’m determined will be better, I’ll be getting married :) #depression #anxiety",[],[],[],3,5,12,"['#depression', '#anxiety']",[],https://twitter.com/justscrewedupme/status/947429407496470529,False,,0,,,,,,,"[{'user_id': '942830025602207744', 'username': 'justscrewedupme'}]",,,,,"Thank you to those who have followed me yesterday and today. I’d love to have loads of followers to end the worst year of my adult life and to take me into 2018 which I’m determined will be better, I’ll be getting married :)  "
1680,947418413952933889,947418413952933889,1514717126000,2017-12-31,12:45:26,?aeianei? ?na GTB,942115362811924480,arisu_ayumi,JustLikeAnAngel,,"The worst thing in this year ? Tell me ! 

#depression #anxiety pic.twitter.com/Xr3caOYYzF",[],[],['https://pbs.twimg.com/media/DSXoBZAW0AAFaze.jpg'],0,0,1,"['#depression', '#anxiety']",[],https://twitter.com/arisu_ayumi/status/947418413952933889,False,,0,,,,,,,"[{'user_id': '942115362811924480', 'username': 'arisu_ayumi'}]",,,,,"The worst thing in this year ? Tell me ! 

  pic.twitter.com/Xr3caOYYzF"
1683,947417895855906816,947417895855906816,1514717003000,2017-12-31,12:43:23,?aeianei? ?na GTB,165137272,ddphotograph,Dominic | D E A N 📸,,As a depression sufferer for years remember you are never alone.  Talk to someone #depression  pic.twitter.com/lUP77zod1d,[],[],['https://pbs.twimg.com/media/DSXni36XkAA0ioZ.jpg'],0,1,5,['#depression'],[],https://twitter.com/ddphotograph/status/947417895855906816,False,,0,,,,,,,"[{'user_id': '165137272', 'username': 'ddphotograph'}]",,,,,As a depression sufferer for years remember you are never alone.  Talk to someone   pic.twitter.com/lUP77zod1d
1688,947412887223578624,947412887223578624,1514715809000,2017-12-31,12:23:29,?aeianei? ?na GTB,943107547585708032,shozinaa,Chenu😊,,#Depression sometime yaadain b bht udass kr dti hein..Kuch loog bas ak yaad bn ky aty hein or yaad bn ky chly jaty hein.,[],[],[],0,0,0,['#depression'],[],https://twitter.com/ShozinaA/status/947412887223578624,False,,0,,,,,,,"[{'user_id': '943107547585708032', 'username': 'ShozinaA'}]",,,,, sometime yaadain b bht udass kr dti hein..Kuch loog bas ak yaad bn ky aty hein or yaad bn ky chly jaty hein.
1704,947407053189922817,947407053189922817,1514714418000,2017-12-31,12:00:18,?aeianei? ?na GTB,34168601,coreopsisx,Castell,,"That moment when you can't eat, sleep, shower or care for yourself because of depression.
#gettingtoodeep #depression #stopit",[],[],[],0,0,0,"['#gettingtoodeep', '#depression', '#stopit']",[],https://twitter.com/coreopsisx/status/947407053189922817,False,,0,,,,,,,"[{'user_id': '34168601', 'username': 'coreopsisx'}]",,,,,"That moment when you can't eat, sleep, shower or care for yourself because of depression.
  "
1716,947402862400860160,947402862400860160,1514713418000,2017-12-31,11:43:38,?aeianei? ?na GTB,239755263,mymymiserychick,Hannah Cole-Hall,,"On this, the last day of 2017, I am feeling increasing anxiety and dread for the year ahead. Noticing over the past week an increas in negative thought patterns. Trying to discern what is causing this.... #bpd #anxiety #depression",[],[],[],0,0,0,"['#bpd', '#anxiety', '#depression']",[],https://twitter.com/MyMyMiseryChick/status/947402862400860160,False,,0,,,,,,,"[{'user_id': '239755263', 'username': 'MyMyMiseryChick'}]",,,,,"On this, the last day of 2017, I am feeling increasing anxiety and dread for the year ahead. Noticing over the past week an increas in negative thought patterns. Trying to discern what is causing this....   "
1717,947402506086338561,947402506086338561,1514713333000,2017-12-31,11:42:13,?aeianei? ?na GTB,4090484469,jolieparrilla,jolie,,"'my goal is to fall in love with everything that i am.' - goals for 2018.

might take every ounce of strength i have but i'm up for the challenge. #depression",[],[],[],0,0,1,['#depression'],[],https://twitter.com/jolieparrilla/status/947402506086338561,False,,0,,,,,,,"[{'user_id': '4090484469', 'username': 'jolieparrilla'}]",,,,,"'my goal is to fall in love with everything that i am.' - goals for 2018.

might take every ounce of strength i have but i'm up for the challenge. "
1731,947395343532118016,947395343532118016,1514711626000,2017-12-31,11:13:46,?aeianei? ?na GTB,57379479,lin_morel,Lin,,"""Was meinen Sie, wie viele stumm hinter Fassaden und Masken ihre Tage fristen

nur 

um sich dann in der Stille wieder in die Schlacht gegen sich selbst zu stürzen?""

#notjustsad #depression",[],[],[],0,3,16,"['#notjustsad', '#depression']",[],https://twitter.com/lin_morel/status/947395343532118016,False,,0,,,,,,,"[{'user_id': '57379479', 'username': 'lin_morel'}]",,,,,"""Was meinen Sie, wie viele stumm hinter Fassaden und Masken ihre Tage fristen

nur 

um sich dann in der Stille wieder in die Schlacht gegen sich selbst zu stürzen?""

 "
1746,947386555055800323,947386555055800323,1514709530000,2017-12-31,10:38:50,?aeianei? ?na GTB,16969393,garyb2,Gary Barber,,"When I am told to think good thoughts - like it's just that easy, why didn't I think of that. How ignorant is that? #depression #scared",[],[],[],0,0,0,"['#depression', '#scared']",[],https://twitter.com/garyb2/status/947386555055800323,False,,0,,,,,,,"[{'user_id': '16969393', 'username': 'garyb2'}]",,,,,"When I am told to think good thoughts - like it's just that easy, why didn't I think of that. How ignorant is that?  "
1765,947376573086359553,947376573086359553,1514707151000,2017-12-31,09:59:11,?aeianei? ?na GTB,58784828,vagablondviking,Lady Aerin von Goldilocks 🏳️‍🌈,,"Picked up some boxes from storage when I was in Bowling Green. A time capsule of my former life: fencing gauntlets, Irish stepdancing shoes, roller derby gear, art supplies, judo trophies...

I used to be so fearless.

I miss me. 

#depression",[],[],[],5,1,10,['#depression'],[],https://twitter.com/VagablondViking/status/947376573086359553,False,,0,,,,,,,"[{'user_id': '58784828', 'username': 'VagablondViking'}]",,,,,"Picked up some boxes from storage when I was in Bowling Green. A time capsule of my former life: fencing gauntlets, Irish stepdancing shoes, roller derby gear, art supplies, judo trophies...

I used to be so fearless.

I miss me. 

"
1769,947374800963604482,947374800963604482,1514706728000,2017-12-31,09:52:08,?aeianei? ?na GTB,722810423196520452,ss_final,D.I.A.D.,,#depression can be treated and you can feel better,[],[],[],0,0,0,['#depression'],[],https://twitter.com/SS_Final/status/947374800963604482,False,,0,,,,,,,"[{'user_id': '722810423196520452', 'username': 'SS_Final'}]",,,,, can be treated and you can feel better
1774,947371876304785409,947371876304785409,1514706031000,2017-12-31,09:40:31,?aeianei? ?na GTB,4615232007,kbodaciouslykwe,Kristal Bee,,I finally found a deodorant that works with my specific body chemistry. #depression #Stress #capitalism pic.twitter.com/3nZiirZbmK,[],[],['https://pbs.twimg.com/media/DSW9spxUQAAOeYs.jpg'],0,0,0,"['#depression', '#stress', '#capitalism']",[],https://twitter.com/kbodaciouslykwe/status/947371876304785409,False,,0,,,,,,,"[{'user_id': '4615232007', 'username': 'kbodaciouslykwe'}]",,,,,I finally found a deodorant that works with my specific body chemistry.    pic.twitter.com/3nZiirZbmK
1781,947367249752612864,947367249752612864,1514704928000,2017-12-31,09:22:08,?aeianei? ?na GTB,722810423196520452,ss_final,D.I.A.D.,,Challenge negative thinking. Let's end #depression together,[],[],[],0,0,0,['#depression'],[],https://twitter.com/SS_Final/status/947367249752612864,False,,0,,,,,,,"[{'user_id': '722810423196520452', 'username': 'SS_Final'}]",,,,,Challenge negative thinking. Let's end  together
1789,947363190475776000,947363190475776000,1514703960000,2017-12-31,09:06:00,?aeianei? ?na GTB,140599234,thirty3anda3rd,𝓑𝓇𝑒𝒶𝓀𝒻𝒶𝓈𝓉 𝒶𝓉 𝓑𝓇𝒾𝓉𝓉𝒶𝓃𝓎’𝓈,,I know so many people with anxiety and depression but I only know like 3-4 people who have OCD. Does anyone else suffer with this? I hate my OCD and it’s getting worse. #anxiety #OCD #Depression,[],[],[],0,0,3,"['#anxiety', '#ocd', '#depression']",[],https://twitter.com/thirty3anda3rd/status/947363190475776000,False,,0,,,,,,,"[{'user_id': '140599234', 'username': 'thirty3anda3rd'}]",,,,,I know so many people with anxiety and depression but I only know like 3-4 people who have OCD. Does anyone else suffer with this? I hate my OCD and it’s getting worse.   
1792,947361684275871745,947361684275871745,1514703601000,2017-12-31,09:00:01,?aeianei? ?na GTB,2457652208,echoparkpsych,Echo Park Creative Psychology,,"""I cannot make anyone understand what is happening inside me.""— Franz Kafka,

#anxiety #depression",[],[],[],0,0,1,"['#anxiety', '#depression']",[],https://twitter.com/EchoParkPsych/status/947361684275871745,False,,0,,,,,,,"[{'user_id': '2457652208', 'username': 'EchoParkPsych'}]",,,,,"""I cannot make anyone understand what is happening inside me.""— Franz Kafka,

 "
1797,947359836236341248,947359836236341248,1514703160000,2017-12-31,08:52:40,?aeianei? ?na GTB,714991704772853760,hamishbayston,Hamish Bayston,,"Always remember that you are absolutely unique. Just like everyone else ~ Margaret Mead
#Depression #thethoughhackers",[],[],[],0,1,1,"['#depression', '#thethoughhackers']",[],https://twitter.com/hamishbayston/status/947359836236341248,False,,0,,,,,,,"[{'user_id': '714991704772853760', 'username': 'hamishbayston'}]",,,,,"Always remember that you are absolutely unique. Just like everyone else ~ Margaret Mead
 "
1798,947359703469903872,947359703469903872,1514703129000,2017-12-31,08:52:09,?aeianei? ?na GTB,349492989,pastrypuff93,Puff,,"I don't know who to talk to or what to do anymore. . .
#depression",[],[],[],0,0,0,['#depression'],[],https://twitter.com/PastryPuff93/status/947359703469903872,False,,0,,,,,,,"[{'user_id': '349492989', 'username': 'PastryPuff93'}]",,,,,"I don't know who to talk to or what to do anymore. . .
"
1816,947349838026326017,947349838026326017,1514700776000,2017-12-31,08:12:56,?aeianei? ?na GTB,88115389,supernaturalov,Gracie Wimmer!,,I wish there was a place I could go to get help with my #depression some place like rehab. I really need help and my family won’t #helpme,[],[],[],0,0,0,"['#depression', '#helpme']",[],https://twitter.com/supernaturalov/status/947349838026326017,False,,0,,,,,,,"[{'user_id': '88115389', 'username': 'supernaturalov'}]",,,,,I wish there was a place I could go to get help with my  some place like rehab. I really need help and my family won’t 
1824,947342292481818624,947342292481818624,1514698977000,2017-12-31,07:42:57,?aeianei? ?na GTB,897177903951003648,spookysweets_,Jericho,,"Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon #aha #depression #itschill",[],[],[],0,0,0,"['#aha', '#depression', '#itschill']",[],https://twitter.com/spookysweets_/status/947342292481818624,False,,0,,,,,,,"[{'user_id': '897177903951003648', 'username': 'spookysweets_'}]",,,,,"Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon   "
